id,short_name
337,"Arroz com jambu, c/ arroz integral, c/"
338,"Arroz com jambu, c/ arroz integral, s/"
339,"Arroz com jambu, c/ arroz polido, c/ sal"
340,"Arroz com jambu, c/ arroz polido, s/ sal"
341,"Arroz com legumes, c/ arroz integral"
342,"Arroz com legumes, c/ arroz integral"
343,"Arroz com legumes, c/ arroz polido, c/"
344,"Arroz com legumes, c/ arroz polido, s/"
345,"Arroz com lentilha, c/ arroz polido, c/"
346,"Arroz com lentilha, c/ arroz polido, s/"
347,"Arroz com linguiça, c/ arroz integral"
348,"Arroz com linguiça, c/ arroz integral"
349,"Arroz com linguiça, c/ arroz polido, c/"
350,"Arroz com linguiça, c/ arroz polido, s/"
351,"Arroz com macarrão , c/ arroz polido"
352,"Arroz com mexilhão , c/ arroz polido"
353,"Arroz com mexilhão , c/ arroz polido"
354,"Arroz com nozes, c/ arroz integral, c/"
355,"Arroz com nozes, c/ arroz integral, s/"
356,"Arroz com nozes, c/ arroz polido, c/ sal"
357,"Arroz com nozes, c/ arroz polido, s/ sal"
358,"Arroz com peixe, c/ arroz integral, c/"
359,"Arroz com peixe, c/ arroz integral, s/"
360,"Arroz com peixe, c/ arroz polido, c/"
361,"Arroz com peixe, c/ arroz polido, s/"
362,"Arroz com pequi, c/ arroz integral, c/"
363,"Arroz com pequi, c/ arroz integral, s/"
364,"Arroz com pequi, c/ arroz polido, c/ sal"
365,"Arroz com pequi, c/ arroz polido, s/ sal"
366,"Arroz com salsicha, c/ arroz polido, c/"
367,"Arroz de coco, c/ arroz integral, c/ sal"
368,"Arroz de coco, c/ arroz integral, s/ sal"
369,"Arroz de cuxá, c/ arroz polido, c/ sal"
370,"Arroz de forno, c/ arroz integral, c/"
371,"Arroz de forno, c/ arroz integral, s/"
372,"Arroz de forno, c/ arroz polido, c/"
373,"Arroz de forno, c/ arroz polido, s/"
374,Arroz de leite
375,Arroz de leite
376,"Arroz doce, c/ açúcar e canela"
377,"Arroz doce, c/ açúcar e canela"
378,"Arroz doce, c/ leite condensado e canela"
379,"Arroz doce, c/ leite condensado e canela"
380,"Arroz doce, light"
381,"Arroz doce, light"
382,"Arroz integral com lentilha, c/ sal"
383,"Arroz integral com lentilha, s/ sal"
384,"Arroz para sushi, vinagre de arroz, s/"
385,"Arroz piamontese, c/ arroz polido, c/"
386,"Arroz selvagem, cozido, c/ óleo, cebola"
387,"Arroz selvagem, cozido, c/ óleo, cebola"
388,"Arroz selvagem, cozido, s/ óleo, s/"
390,"Arroz, c/ feijão, c/ sal"
391,"Arroz, c/ mandioca cozida, c/ sal"
392,"Arroz, c/ ovo frito, c/ sal, , ovo"
396,"Arroz, farinha, crua"
397,"Arroz, integral, cozido, c/ óleo"
398,"Arroz, integral, cozido, c/ óleo"
400,"Arroz, integral, cru"
401,"Arroz, polido, cozido, c/ óleo, cebola"
402,"Arroz, polido, cozido, c/ óleo, cebola"
403,"Arroz, polido, cozido, s/ sal e óleo"
404,"Arroz, polido, cru"
405,"Arrumadinho de charque , dessalgado"
406,"Arrumadinho de frango, c/ sal"
407,"Arrumadinho de frango, s/ sal"
408,"Aspargo, cozido, drenado, s/ sal"
412,"Atolado de frango, c/ sal, , tomate"
413,"Atolado de frango, s/ sal, , tomate"
414,"Aveia, farelo, cozida, s/ tempero"
415,"Aveia, crua , Avena sativa"
416,"Aveia, farinha, cozida, s/ tempero"
417,"Aveia, farinha, crua, Avena sativa,Mac"
420,"Aveia, flocos, finos, Avena"
421,"Aveia, flocos, finos, instantânea"
431,Baba de moça
432,"Babaçu, mesocarpo, farinha, crua"
433,"Bacalhoada, c/ vegetais, c/ sal"
434,"Baço bovino, refogado , c/ sal"
436,"Baião de dois, arroz e feijão de corda"
441,Banana flambada
443,"Banana, da terra, à milanesa , frita em"
444,"Banana, da terra, assada, s/ adição de"
452,"Banana, nanica, à milanesa , frita em"
459,"Barreado, c/ sal"
460,"Barreado, s/ sal"
461,"Batata baroa , cozida, drenada, s/"
462,"Batata baroa , s/ casca, cozida, salsa"
463,"Batata baroa , s/ casca, cozida, salsa"
464,"Batata baroa , s/ casca, cozida, salsa"
465,"Batata baroa , s/ casca, cozida, salsa"
466,"Batata baroa , s/ casca, cozida, salsa"
467,"Batata baroa , s/ casca, cozida, salsa"
469,"Batata recheada, c/ requeijão e"
470,"Batata suíça, c/ camarão, c/ sal"
471,"Batata suíça, c/ peito de frango, c/ sal"
472,"Batata suíça, c/ ricota e espinafre, c/"
473,"Batata suíça, c/ toucinho defumado , c/"
474,"Batata, baroa , cozida, s/ casca"
475,"Batata, baroa , s/ casca, cozida"
476,"Batata, baroa , s/ casca, cozida"
477,"Batata, baroa , s/ casca, crua"
478,"Batata, baroa , s/ casca, frita, c/ sal"
479,"Batata, baroa , s/ casca, frita, s/ sal"
480,"Batata, baroa , s/ casca, sauté , c/ sal"
481,"Batata, baroa , s/ casca, sauté , s/ sal"
483,"Batata, doce, s/ casca, assada, c/ óleo"
484,"Batata, doce, s/ casca, assada, s/"
485,"Batata, doce, s/ casca, assada, salsa"
486,"Batata, doce, s/ casca, assada, salsa"
487,"Batata, doce, s/ casca, assada, salsa"
488,"Batata, doce, s/ casca, assada, salsa"
489,"Batata, doce, s/ casca, assada, salsa"
490,"Batata, doce, s/ casca, assada, salsa"
491,"Batata, doce, s/ casca, cozida"
492,"Batata, doce, s/ casca, cozida"
493,"Batata, doce, s/ casca, cozida"
494,"Batata, doce, s/ casca, cozida"
496,"Batata, doce, s/ casca, frita , c/ sal"
497,"Batata, doce, s/ casca, frita , s/ sal"
498,"Batata, doce, s/ casca, sauté , c/ sal"
499,"Batata, doce, s/ casca, sauté , s/ sal"
500,"Batata, inglesa, cozida, c/ muçarela"
501,"Batata, inglesa, cozida, s/ casca, c/"
502,"Batata, inglesa, cozida, s/ casca, c/"
503,"Batata, inglesa, cozida, s/ casca, c/"
504,"Batata, inglesa, cozida, s/ casca, c/"
505,"Batata, inglesa, frita , c/ sal"
507,"Batata, inglesa, s/ casca, assada"
508,"Batata, inglesa, s/ casca, assada"
509,"Batata, inglesa, s/ casca, assada"
510,"Batata, inglesa, s/ casca, assada"
511,"Batata, inglesa, s/ casca, assada"
512,"Batata, inglesa, s/ casca, assada"
513,"Batata, inglesa, s/ casca, assada, s/"
514,"Batata, inglesa, s/ casca, assada, s/"
515,"Batata, inglesa, s/ casca, cozida"
516,"Batata, inglesa, s/ casca, cozida"
517,"Batata, inglesa, s/ casca, cozida"
518,"Batata, inglesa, s/ casca, cozida"
520,"Batata, inglesa, s/ casca, sauté , c/"
521,"Batata, inglesa, sauté , s/ sal"
522,"Batida de maracujá com álcool, )"
525,"Bebida alcóolica, Amarula, caseira"
527,"Bebida alcoólica, caipirinha"
530,"Bebida alcóolica, cuba libre"
531,"Bebida alcoólica, destilada"
532,"Bebida alcoólica, destilada"
533,"Bebida alcoólica, destilada"
534,"Bebida alcoólica, destilada"
535,"Bebida alcoólica, drink"
536,"Bebida alcoólica, espanhola"
538,"Bebida alcoólica, leite de onça, )"
539,"Bebida alcoólica, pina colada"
540,"Bebida alcoólica, pisco sour"
542,"Bebida alcoólica, vinho"
543,"Bebida alcoólica, vinho, branco"
545,"Bebida alcoólica, vinho, meio"
546,"Bebida alcoólica, vinho, rose"
548,"Bebida alcoólica, vinho, tinto"
550,"Bebida alcoólica, vinho, tinto, mosto"
553,Bebida láctea
558,"Bebida, café Infusão 10% intenso, c/"
559,"Bebida, café Infusão 10% intenso, c/"
560,"Bebida, café Infusão 10%, c/ substituto"
561,"Bebida, café Infusão 10%, c/ substituto"
562,"Bebida, café Infusão 6% suave, c/ leite"
563,"Bebida, café Infusão 6% suave, c/ leite"
564,"Bebida, café Infusão 6% suave, c/ leite"
565,"Bebida, café Infusão 6% suave, c/ leite"
566,"Bebida, café Infusão 8% média, c/ leite"
567,"Bebida, café Infusão 8% média, c/ leite"
568,"Bebida, café Infusão 8% média, c/ leite"
569,"Bebida, café Infusão 8% média, c/ leite"
570,"Bebida, café descafeinado Infusão 10%"
571,"Bebida, café descafeinado Infusão 10%"
572,"Bebida, café descafeinado Infusão 10%"
573,"Bebida, café descafeinado Infusão 10%"
574,"Bebida, café descafeinado Infusão 6%"
575,"Bebida, café descafeinado Infusão 6%"
576,"Bebida, café descafeinado Infusão 6%"
577,"Bebida, café descafeinado Infusão 6%"
578,"Bebida, café descafeinado Infusão 8%"
579,"Bebida, café descafeinado Infusão 8%"
580,"Bebida, café descafeinado Infusão 8%"
581,"Bebida, café descafeinado Infusão 8%"
582,"Bebida, café, c/ leite , c/ açúcar"
583,"Bebida, café, c/ leite , s/ açúcar"
584,"Bebida, café, descafeinado, infusão 10"
585,"Bebida, café, descafeinado, infusão 6%"
586,"Bebida, café, descafeinado, infusão 6%"
587,"Bebida, café, descafeinado, infusão 8%"
588,"Bebida, café, descafeinado, infusão 8%"
589,"Bebida, café, descafeinado, infusão, c/"
590,"Bebida, café, descafeinado, infusão, s/"
593,"Bebida, café, infusão 10%, s/ açúcar"
594,"Bebida, café, infusão 6% Suave, c/"
595,"Bebida, café, infusão 6% Suave, s/"
596,"Bebida, café, infusão 8% Médio, c/"
597,"Bebida, café, infusão 8% Médio, s/"
599,"Bebida, capuccino (leite desnatado"
600,"Bebida, capuccino (leite desnatado"
601,"Bebida, capuccino (leite desnatado"
602,"Bebida, capuccino (leite desnatado"
603,"Bebida, capuccino , c/ açúcar"
604,"Bebida, capuccino , s/ açúcar"
605,"Bebida, capuccino , c/ açúcar"
606,"Bebida, capuccino , s/ açúcar"
607,"Bebida, capuccino , c/ açúcar"
608,"Bebida, capuccino , s/ açúcar"
609,"Bebida, capuccino , c/ açúcar"
610,"Bebida, capuccino , s/ açúcar"
611,"Bebida, capuccino , c/ açúcar"
612,"Bebida, capuccino , s/ açúcar"
613,"Bebida, capuccino tradicional (leite"
614,"Bebida, capuccino tradicional (leite"
615,"Bebida, capuccino tradicional (leite"
616,"Bebida, capuccino tradicional (leite"
617,"Bebida, capuccino tradicional (leite"
618,"Bebida, capuccino tradicional (leite"
619,"Bebida, capuccino tradicional (leite"
620,"Bebida, capuccino tradicional (leite"
622,"Bebida, chá, camomila, infusão, c/"
623,"Bebida, chá, camomila, infusão, s/"
624,"Bebida, chá, erva doce, infusão 5%, c/"
625,"Bebida, chá, erva doce, infusão 5%, s/"
626,"Bebida, chá, infusão, anador grande"
627,"Bebida, chá, infusão, c/ açúcar"
628,"Bebida, chá, infusão, capim santo"
629,"Bebida, chá, infusão, capim santo"
630,"Bebida, chá, infusão, cidreira, planta"
631,"Bebida, chá, infusão, cidreira, planta"
632,"Bebida, chá, infusão, colônia, planta"
633,"Bebida, chá, infusão, eparema, planta"
634,"Bebida, chá, infusão, s/ açúcar"
636,"Bebida, chá, /, limão, light, Lipton"
638,"Bebida, chá, /, pêssego, light, Lipton"
641,"Bebida, chá, preto, infusão 5%, c/"
642,"Bebida, chá, preto, infusão 5%, s/"
643,"Bebida, infusão, erva-mate, chimarrão"
644,"Bebida, infusão, hortelã rasteira"
645,"Bebida, infusão, hortelã rasteira"
646,"Bebida, infusão, malva santa, planta"
647,"Bebida, infusão, malvariço, planta"
648,"Bebida, infusão, mastruço, planta"
649,"Bebida, infusão, mentrasto, planta"
650,"Bebida, leite desnatado, c/"
651,"Bebida, leite desnatado, c/ cacau em pó"
652,"Bebida, leite desnatado, c/ cacau em pó"
653,"Bebida, leite desnatado, c/ chocolate"
654,"Bebida, leite desnatado, c/ chocolate"
655,"Bebida, leite integral, c/ achocolatado"
656,"Bebida, leite integral, c/ cacau em pó"
657,"Bebida, leite integral, c/ cacau em pó"
658,"Bebida, leite integral, c/ chocolate em"
659,"Bebida, leite integral, c/ chocolate em"
660,"Bebida, leite, c/ achocolatado em pó"
663,"Bebida, refresco, em pó, preparado, c/"
664,"Bebida, refresco, groselha, c/ xarope"
666,"Bebida, substituto de refeição"
667,"Bebida, substituto do leite Extrato de"
668,"Bebida, substituto do leite Extrato de"
669,"Bebida, substituto do leite Extrato de"
670,"Bebida, substituto do leite Extrato de"
671,"Bebida, substituto do leite Extrato de"
672,"Beijinho, c/ coco ralado, caseiro"
674,"Bem casado, c/ recheio de doce de"
675,"Berinjela recheada, c/ carne bovina, c/"
676,"Berinjela recheada, c/ muçarela, c/"
677,"Berinjela recheada, c/ muçarela, c/"
678,"Berinjela recheada, c/ muçarela, c/"
679,"Berinjela recheada, c/ peito de frango"
680,"Berinjela recheada, s/ muçarela, c/"
681,"Berinjela, c/ casca, à milanesa , frita"
682,"Berinjela, c/ casca, à milanesa , frita"
683,"Berinjela, c/ casca, cozida, drenada"
684,"Berinjela, c/ casca, cozida, drenada"
685,"Berinjela, c/ casca, cozida, drenada"
687,"Berinjela, c/ casca, grelhada, s/ óleo"
688,"Berinjela, c/ casca, grelhada, s/ óleo"
689,"Berinjela, cozida, drenada, s/ óleo, s/"
690,"Berinjela, refogada , c/ sal"
691,"Berinjela, refogada , s/ sal"
692,"Beterraba, cozida, drenada, s/ óleo, c/"
693,"Beterraba, refogada , c/ sal"
694,"Beterraba, refogada , s/ sal"
695,"Beterraba, s/ casca, cozida, drenada"
697,"Bife à cavalo, c/ sal"
698,"Bife à cavalo, s/ sal"
699,"Bife à parmegiana, c/ sal, , c/ molho"
700,"Bife à parmegiana, s/ sal, , c/ molho"
701,"Bife à role, c/ sal, , c/ sal)"
702,"Bife à role, s/ sal, , s/ sal)"
703,"Biscoito de mentirinha, caseiro"
704,"Biscoito Sembei, caseiro"
707,"Biscoito, doce, amanteigado"
708,"Biscoito, doce, amanteigado, banana c/"
709,"Biscoito, doce, amanteigado, chocolate"
710,"Biscoito, doce, amanteigado, coco"
711,"Biscoito, doce, amanteigado, leite"
712,"Biscoito, doce, amanteigado, leite"
713,"Biscoito, doce, amanteigado, manteiga"
714,"Biscoito, doce, amanteigado, recheio"
715,"Biscoito, doce, amanteigado, recheio"
716,"Biscoito, doce, banana/aveia/mel"
719,"Biscoito, doce, chocolate, c/ 5"
724,"Biscoito, doce, recheado, chocolate"
725,"Biscoito, doce, recheado, diet"
726,"Biscoito, doce, recheado, light"
727,"Biscoito, doce, recheado, recheio sabor"
728,"Biscoito, doce, recheado, recheio sabor"
729,"Biscoito, doce, recheado, recheio sabor"
730,"Biscoito, doce, recheado, recheio sabor"
731,"Biscoito, doce, recheado, sabores"
732,"Biscoito, doce, simples"
733,"Biscoito, doce, wafer"
734,"Biscoito, doce, wafer, chocolate"
735,"Biscoito, doce, wafer, diet/light"
736,"Biscoito, doce, wafer, recheio sabor"
737,"Biscoito, doce, wafer, recheio sabor"
738,"Biscoito, doce, wafer, recheio sabor"
739,"Biscoito, doce, wafer, recheio sabor"
740,"Biscoito, palito de queijo, caseiro"
741,"Biscoito, palmier, c/ cobertura de"
742,"Biscoito, palmier, caseiro"
743,"Biscoito, polvilho, doce"
744,"Biscoito, salgado"
749,"Biscoito, salgado, cream cracker"
750,"Biscoito, salgado, cream cracker"
752,"Biscoito, salgado, cream cracker"
753,"Biscoito, tipo goiabinha, c/ farinha"
754,"Biscoito, tipo goiabinha, c/ recheio de"
755,"Biscoito, tipo goiabinha, c/ recheio de"
757,"Bobó de camarão, c/ sal, , camarão"
758,"Bobó de camarão, s/ sal, , camarão"
759,"Bobó de frango, c/ sal, , peito de"
760,"Bobó de frango, s/ sal, , peito de"
761,"Bobó de frutos do mar, c/ sal"
762,"Bobó de frutos do mar, s/ sal"
763,"Bolinha de queijo, caseira, , c/ sal"
764,"Bolinho de arroz, frito, c/ sal"
765,"Bolinho de arroz, frito, s/ sal"
766,"Bolinho de bacalhau, frito, caseiro, )"
767,"Bolinho de chuva, frito, c/ açúcar e"
768,"Bolinho de mandioca , recheada c/ carne"
769,"Bolinho de peixe, caseiro, frito , )"
770,"Bolinho de vagem, frito , caseiro, c/"
771,"Bolinho, madioca , frito, c/ sal"
773,"Bolo de batata doce com carne, c/ sal"
774,"Bolo de batata doce com carne, s/ sal"
775,"Bolo de batata doce com frango, c/ sal"
776,"Bolo de batata doce com frango, s/ sal"
777,"Bolo de mandioca com carne, c/ sal"
778,"Bolo de mandioca com carne, s/ sal"
779,"Bolo de mandioca com frango, c/ sal"
780,"Bolo de mandioca com frango, s/ sal"
781,"Bolo inglês, com frutas cristalizadas"
782,"Bolo inglês, simples, caseiro"
783,"Bolo, abacaxi, caseiro"
784,"Bolo, abóbora com coco, simples"
785,"Bolo, abóbora , simples, caseiro"
786,"Bolo, banana, simples, caseiro"
788,"Bolo, baunilha, mistura p/, preparado"
789,"Bolo, baunilha, recheio sabor morango"
791,"Bolo, cassarola, c/ queijo"
792,"Bolo, cenoura, c/ cobertura de"
793,"Bolo, cenoura, c/ recheio de"
794,"Bolo, cenoura, recheio sabor chocolate"
795,"Bolo, cenoura, simples, caseiro"
796,"Bolo, cenoura, simples, diet, caseiro"
797,"Bolo, chocolate, c/ cobertura"
798,"Bolo, chocolate, c/ cobertura"
799,"Bolo, chocolate, c/ cobertura"
800,"Bolo, chocolate, c/ recheio de"
801,"Bolo, chocolate, c/ recheio e"
802,"Bolo, chocolate, c/ recheio"
803,"Bolo, chocolate, c/ recheio"
806,"Bolo, chocolate, mistura p/, preparado"
807,"Bolo, chocolate, recheio sabor"
808,"Bolo, chocolate, recheio sabor"
809,"Bolo, chocolate, simples"
810,"Bolo, chocolate, simples, diet, caseiro"
811,"Bolo, coco, caseiro"
813,"Bolo, coco, mistura p/, preparado"
815,"Bolo, fécula de batata, caseiro"
816,"Bolo, fubá, caseiro"
817,"Bolo, industrializado"
818,"Bolo, laranja, c/ cobertura, de"
820,"Bolo, laranja, mistura p/, preparado"
821,"Bolo, laranja, simples, caseiro"
822,"Bolo, laranja, simples, diet, caseiro"
823,"Bolo, limão, c/ recheio e cobertura"
824,"Bolo, limão, c/ recheio, limão"
825,"Bolo, limão, caseiro, simples"
826,"Bolo, mandioca , c/ coco, simples"
827,"Bolo, mandioca , mistura p/, preparado"
829,"Bolo, mármore, mistura p/, preparado"
832,"Bolo, mistura p/"
833,"Bolo, mistura p/, preparado"
834,"Bolo, pão de mel, c/ cobertura de"
835,"Bolo, pão de mel, s/ coberturta"
836,"Bolo, páscoa, c/ gotas de chocolate"
837,"Bolo, trigo e chocolate, c/ recheio"
838,"Bolo, trigo, c/ cobertura, coco"
839,"Bolo, trigo, c/ cobertura, maracujá"
840,"Bolo, trigo, c/ recheio de creme de"
841,"Bolo, trigo, c/ recheio e cobertura"
842,"Bolo, trigo, c/ recheio, de chocolate"
843,"Bolo, trigo, c/ recheio, limão"
844,"Bolo, trigo, c/ recheio, nozes, c/"
845,"Bolo, trigo, c/ recheio, nozes"
846,"Bolo, trigo, simples, caseiro"
847,Bomba c/ recheio de sorvete de creme
848,"Bomba, c/ recheio de brigadeiro, c/"
849,"Bomba, c/ recheio de creme de"
850,Bombom de avelã
851,"Bombom, chocolate ao leite e meio"
852,"Bombom, chocolate ao leite, Alpino"
853,"Bombom, chocolate ao leite, c/ flocos"
854,"Bombom, chocolate ao leite, c/ recheio"
855,"Bombom, chocolate ao leite, c/ recheio"
856,"Bombom, chocolate ao leite, c/ recheio"
857,"Bombom, chocolate ao leite, Lollo"
858,"Bombom, chocolate ao leite, recheado c/"
859,"Bombom, chocolate ao leite, recheado c/"
860,"Bombom, chocolate ao leite, recheado c/"
861,"Bombom, chocolate ao leite, recheado c/"
862,"Bombom, chocolate ao leite, recheado c/"
863,"Bombom, chocolate ao leite, recheado c/"
864,"Bombom, chocolate branco recheado c/"
865,"Bombom, chocolate branco, c/ recheio de"
867,"Bombom, leite em pó, caseiro"
868,"Bombom, leite em pó, caseiro"
869,"Bombom, tipo Ferrero Rocher, caseiro"
870,"Bombom, tipo Rafaello, caseiro"
871,"Brigadeiro, c/ Amarula, caseiro"
872,"Brigadeiro, c/ chocolate ao leite"
875,"Brócolis, flor, à milanesa , frita em"
876,"Brócolis, flor, à milanesa , frita em"
877,"Brócolis, flor, cozido, drenado, s/"
878,"Brócolis, flor, cozido, drenado, s/"
879,"Brócolis, flor, refogado , c/ sal"
880,"Brócolis, flor, refogado , s/ sal"
881,"Broto de alfafa, c/ azeite de oliva, c/"
885,"Brownie, c/ doce de leite, caseiro"
886,"Brownie, caseiro"
887,"Bruschetta, c/ muçarela de búfala, c/"
888,"Bruschetta, c/ tomate, c/ sal"
889,"Bruschetta, c/ tomate, s/ sal"
891,"Burrito de frango, c/ tortilha de"
892,"Burrito de frango, c/ tortilha de"
903,Cajuzinho
906,"Calda, maracujá, , água e açúcar)"
907,"Caldeirada de cabrito, c/ sal"
908,"Caldeirada de cabrito, s/ sal"
909,"Caldeirada de cordeiro, c/ sal"
910,"Caldeirada de cordeiro, s/ sal"
911,"Caldeirada de frutos do mar, c/ sal"
912,"Caldeirada de frutos do mar, s/ sal"
913,"Caldeirada de peixe e batata, c/ sal"
914,"Caldeirada de peixe e batata, s/ sal"
915,"Caldeirada de peixe e frutos do mar, c/"
916,"Caldeirada de peixe e frutos do mar, s/"
917,"Caldeirada de peixe, c/ sal"
918,"Caldeirada de peixe, s/ sal"
919,"Caldo de camarão, , alho poró e alho"
920,Caldo de carne s/ sal
921,"Caldo de carne, c/ sal"
922,"Caldo de cogumelos, caseiro, s/ óleo"
923,"Caldo de feijão, c/ sal"
924,"Caldo de feijão, c/ toucinho defumado"
925,Caldo de frango
926,Caldo de peixe
927,"Caldo de vegetais, caseiro, s/ óleo, s/"
928,"Caldo verde, c/ sal"
931,"Caldo, carne/galinha, tablete"
934,"Caldo, mocotó, c/ sal, , alho poró e"
935,"Caldo, mocotó, s/ sal, , alho poró e"
936,"Calzone, frios, c/ molho de tomate"
937,Camafeu
938,"Camarão à baiana, c/ sal"
939,"Camarão à baiana, s/ sal"
940,"Camarão com batata e legumes, c/ sal"
941,"Camarão com batata e legumes, s/ sal"
942,"Camarão com chuchu, c/ sal"
943,"Camarão com chuchu, s/ sal"
944,"Camarão com legumes, c/ sal"
945,"Camarão com legumes, s/ sal"
946,"Camarão com molho branco , c/ sal"
947,"Camarão com molho branco , s/ sal, , c/"
948,"Camarão com requeijão, c/ sal"
949,"Camarão com requeijão, s/ sal"
950,"Camarão na moranga, c/ sal"
951,"Camarão na moranga, s/ sal"
952,"Camarão, Pitu, frito, s/ sal"
954,"Cana, caldo , Saccharum officinarum"
955,"Canapé, c/ massa filo, c/ salmão"
956,"Canapé, cream cheese e presunto parma"
958,"Canelone, c/ carne moída refogada, c/"
959,"Canelone, c/ carne moída refogada"
960,"Canelone, c/ frios, s/ molho, caseiro"
961,"Canelone, c/ muçarela, c/ molho branco"
962,"Canelone, c/ muçarela, c/ molho de"
963,"Canelone, c/ muçarela, s/ molho, caseiro"
964,"Canelone, c/ peito de frango refogado"
965,"Canelone, c/ peito de frango refogado"
966,"Canelone, c/ peito de frango refogado"
967,"Canelone, c/ ricota e espinafre, c/"
968,"Canelone, c/ ricota e espinafre, s/"
969,"Canelone, c/ ricota, c/ molho de"
970,"Canelone, c/ ricota, s/ molho, caseiro"
971,"Canelone, frios, c/ molho de tomate"
972,"Canelone, frios, s/ molho, caseiro"
973,"Canelone, proteína de soja, c/ molho de"
974,"Canelone, ricota e espinafre, c/ molho"
975,Canjica de milho com costela de porco
976,"Canjica, milho, branca, cozida, c/"
979,"Canudinho, c/ recheio de brigadeiro"
980,"Canudinho, c/ recheio de brigadeiro, c/"
981,"Canudinho, c/ recheio de creme de coco"
982,"Capeleti, c/ carne moída refogada, c/"
983,"Capeleti, c/ carne moída refogada, s/"
984,"Capeleti, c/ peito de frango refogado"
985,"Capeleti, c/ peito de frango refogado"
986,"Caponata de berinjela, conserva de"
987,"Caponata de berinjela, conserva de"
990,"Cará, refogado , c/ sal"
991,"Cará, refogado , s/ sal"
992,"Cará, s/ casca, cozida, drenada, s/"
993,"Cará, s/ casca, cozido, drenado, c/"
994,"Cará, s/ casca, cozido, drenado, c/"
997,"Carne desfiada , c/ sal, , c/ sal)"
998,"Carne desfiada , s/ sal, , s/ sal)"
1002,"Carne, avestruz, crua"
1006,"Carne, boi, acém moída, cozida, c/"
1007,"Carne, boi, acém moída, cozida, c/"
1008,"Carne, boi, acém moída, cozida, c/"
1009,"Carne, boi, acém moída, cozida, c/"
1010,"Carne, boi, acém moída, cozida, c/"
1011,"Carne, boi, acém moída, cozida, c/"
1012,"Carne, boi, acém moída, cozida, c/"
1013,"Carne, boi, acém moída, cozida, c/"
